2013-06-24 11:47:44.557472000,0,62035,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:44.567712000,0,62037,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:44.851067000,35.611655000,63359,1900,192.168.1.3,239.255.255.250,Unknown
2013-06-24 11:47:45.568048000,0,62039,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:45.579810000,0,62041,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:45.825651000,30.109587000,17500,17500,192.168.1.7,192.168.1.255,Unknown
2013-06-24 11:47:46.579151000,0,62043,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:46.589316000,0,62045,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:47.570758000,.038122000,59860,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:47.597107000,0,59862,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:47.604640000,0,59864,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:48.519392000,.051195000,61666,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:48.523995000,.037118000,49695,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:48.525355000,.040764000,65501,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:48.563169000,.124839000,62726,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:48.609349000,0,62728,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:48.621368000,0,62730,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:49.620486000,0,62732,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:49.632003000,0,62734,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:50.633330000,0,62736,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:50.640410000,0,62738,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:50.978826000,.282405000,51008,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:51.640234000,0,51010,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:51.650969000,0,51012,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:51.942220000,.001994000,57023,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:52.646115000,0,57025,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:52.652670000,0,57027,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:53.660138000,0,57029,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:53.665935000,0,57031,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:54.668344000,0,57033,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:54.684286000,0,57035,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:54.768346000,.036770000,53389,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:55.294848000,.001331000,50070,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:55.379755000,.038991000,53320,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:55.684109000,0,53322,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:55.694185000,0,53324,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:56.637458000,.001546000,63309,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:56.701519000,0,63313,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:56.701771000,0,63312,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:57.055494000,.351600000,61754,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:57.062844000,.371723000,49602,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:57.711190000,0,49604,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:57.719149000,0,49606,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:58.726266000,0,49608,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:58.734838000,0,49610,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:59.336104000,.041492000,59559,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.336104000,.037784000,56578,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.336924000,.045741000,59517,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.374930000,.246542000,61339,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.379586000,.038252000,64375,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.383692000,.039332000,52797,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.419282000,.037708000,52634,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.424803000,.040236000,56973,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:47:59.724078000,0,56975,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:47:59.734833000,0,56977,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:00.723968000,0,56979,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:00.734567000,0,56981,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:01.342701000,.821918000,5351,5351,192.168.1.3,192.168.1.1,Unknown
2013-06-24 11:48:01.457214000,.044892000,56897,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:01.505501000,.037069000,63260,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:01.544192000,.037266000,53773,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:01.747551000,0,53776,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:01.747878000,0,53777,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:01.813310000,.048873000,55596,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.166857000,.037139000,58587,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.246064000,.036166000,49217,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.284023000,.076407000,54962,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.288772000,.369361000,18775,6881,192.168.1.3,67.215.242.138,Unknown
2013-06-24 11:48:02.395320000,8.114755000,18775,80,192.168.1.3,31.172.124.28,Unknown
2013-06-24 11:48:02.397162000,.038977000,49800,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.536812000,.044321000,56446,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:02.538762000,.336499000,18775,28259,192.168.1.3,50.154.149.141,Unknown
2013-06-24 11:48:02.538927000,.435095000,18775,13780,192.168.1.3,85.114.203.250,Unknown
2013-06-24 11:48:02.539077000,1.277053000,18775,55918,192.168.1.3,189.110.197.68,Unknown
2013-06-24 11:48:02.539198000,0,18775,8621,192.168.1.3,95.170.119.29,Unknown
2013-06-24 11:48:02.721978000,0,17500,17500,192.168.1.2,255.255.255.255,Unknown
2013-06-24 11:48:02.724352000,0,17500,17500,192.168.1.2,192.168.1.255,Unknown
2013-06-24 11:48:02.765031000,0,56448,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:02.767366000,0,56450,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:02.879800000,0,18775,46501,192.168.1.3,97.95.176.232,Unknown
2013-06-24 11:48:03.080847000,0,18775,51413,192.168.1.3,82.234.21.17,Unknown
2013-06-24 11:48:03.082285000,.080677000,56630,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:03.149820000,0,18775,13555,192.168.1.3,68.74.71.247,Unknown
2013-06-24 11:48:03.150013000,7.397798000,18775,37663,192.168.1.3,89.99.26.126,Unknown
2013-06-24 11:48:03.150165000,9.830674000,18775,44435,192.168.1.3,69.243.234.245,Unknown
2013-06-24 11:48:03.150317000,9.830803000,18775,44427,192.168.1.3,77.249.12.239,Unknown
2013-06-24 11:48:03.150564000,0,18775,14290,192.168.1.3,180.199.124.25,Unknown
2013-06-24 11:48:03.150691000,7.989115000,18775,32676,192.168.1.3,24.212.147.77,Unknown
2013-06-24 11:48:03.150813000,0,18775,22701,192.168.1.3,99.8.234.162,Unknown
2013-06-24 11:48:03.152161000,4.534476000,18775,17420,192.168.1.3,89.181.135.81,Unknown
2013-06-24 11:48:03.765008000,0,56632,10019,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:03.775131000,0,56634,10007,192.168.1.3,255.255.255.255,Unknown
2013-06-24 11:48:03.808584000,.045932000,63175,53,192.168.1.3,192.168.1.1,DNS
2013-06-24 11:48:03.819836000,.499001000,18775,31148,192.168.1.3,213.230.95.114,Unknown
2013-06-24 11:48:04.019680000,.304864000,51218,53,192.168.1.3,208.67.222.222,DNS
2013-06-24 11:48:04.149693000,.101058000,18775,14929,192.168.1.3,14.202.132.250,Unknown
2013-06-24 11:48:04.149836000,0,18775,52685,192.168.1.3,173.228.88.176,Unknown
2013-06-24 11:48:04.149943000,0,18775,35360,192.168.1.3,61.175.228.92,Unknown
2013-06-24 11:48:04.150040000,.647161000,18775,44822,192.168.1.3,112.209.31.202,Unknown
2013-06-24 11:48:04.150119000,0,18775,63791,192.168.1.3,2.50.45.101,Unknown
2013-06-24 11:48:04.150197000,.172244000,18775,39874,192.168.1.3,14.200.140.210,Unknown
2013-06-24 11:48:04.150298000,.307781000,18775,39403,192.168.1.3,24.16.197.44,Unknown
2013-06-24 11:48:04.319794000,0,18775,51413,192.168.1.3,88.178.10.141,Unknown
2013-06-24 11:48:04.325131000,.053907000,63411,53,192.168.1.3,192.168.1.1,DNS
